product,sub_product,issue,sub_issue,submitted_via,company,state,timely,company_response,month_year,count_of_complaint_id
Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Web,ALLY FINANCIAL INC.,CA,Yes,In progress,02-26,1
Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Web,ALLY FINANCIAL INC.,FL,Yes,In progress,02-26,1
Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Web,ALLY FINANCIAL INC.,ID,Yes,In progress,02-26,1
Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Web,ALLY FINANCIAL INC.,NM,Yes,Closed with monetary relief,02-26,1
Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Web,ALLY FINANCIAL INC.,NM,Yes,In progress,02-26,1
Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Web,ALLY FINANCIAL INC.,OH,Yes,In progress,03-26,1
Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Web,ALLY FINANCIAL INC.,WI,Yes,In progress,03-26,1
Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Web,"BMO Bank, N.A.",OR,Yes,Closed with monetary relief,02-26,1
Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Web,CAPITAL ONE FINANCIAL CORPORATION,KY,Yes,Closed with monetary relief,02-26,1
Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Web,"CITIBANK, N.A.",MT,Yes,Closed with monetary relief,02-26,1
Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Web,Chime Financial Inc,HI,Yes,In progress,02-26,1
Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Web,JPMORGAN CHASE & CO.,ME,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Web,JPMORGAN CHASE & CO.,ME,Yes,In progress,02-26,1
Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Web,"SOFI TECHNOLOGIES, INC.",SD,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Opening an account,Unable to open an account,Web,"Certegy Holdings, LLC",RI,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Opening an account,Unable to open an account,Web,"Credit Karma, LLC",WV,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Opening an account,Unable to open an account,Web,"Early Warning Services, LLC",OR,Yes,Closed with explanation,03-26,1
Checking or savings account,Checking account,Opening an account,Unable to open an account,Web,"Fidelity National Information Services, Inc. (FNIS)",HI,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Opening an account,Unable to open an account,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,KS,Yes,Closed with non-monetary relief,02-26,1
Checking or savings account,Checking account,Opening an account,Unable to open an account,Web,WELLS FARGO & COMPANY,ID,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Problem caused by your funds being low,Bounced checks or returned payments,Web,"Block, Inc.",VA,Yes,In progress,03-26,1
Checking or savings account,Checking account,Problem caused by your funds being low,Late or other fees,Web,NEW YORK COMMUNITY BANCORP INC,NY,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem caused by your funds being low,Late or other fees,Web,WELLS FARGO & COMPANY,OR,Yes,Closed with monetary relief,02-26,1
Checking or savings account,Checking account,Problem caused by your funds being low,Non-sufficient funds and associated fees,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",RI,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem caused by your funds being low,Non-sufficient funds and associated fees,Web,"Paypal Holdings, Inc",NE,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem caused by your funds being low,Non-sufficient funds and associated fees,Web,WELLS FARGO & COMPANY,IA,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",NH,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,Web,BEACON FINANCIAL CORPORATION,RI,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,Web,"Block, Inc.",ME,Yes,In progress,02-26,2
Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,Web,MOUNTAIN AMERICA FEDERAL CREDIT UNION,UT,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,Web,NAVY FEDERAL CREDIT UNION,OK,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,Web,NAVY FEDERAL CREDIT UNION,PR,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,Web,NAVY FEDERAL CREDIT UNION,SD,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,Web,NAVY FEDERAL CREDIT UNION,TN,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,Web,TD BANK US HOLDING COMPANY,NH,Yes,Closed with monetary relief,02-26,1
Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,Web,WELLS FARGO & COMPANY,ID,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Can't stop withdrawals from your account,Web,Experian Information Solutions Inc.,TN,Yes,In progress,03-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Money was taken from your account on the wrong day or for the wrong amount,Web,"Block, Inc.",VA,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Money was taken from your account on the wrong day or for the wrong amount,Web,"Paypal Holdings, Inc",HI,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Referral,ALLY FINANCIAL INC.,SC,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",NM,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Referral,JPMORGAN CHASE & CO.,WY,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Referral,NAVY FEDERAL CREDIT UNION,VA,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",NE,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,"Block, Inc.",CO,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,"Block, Inc.",OH,Yes,In progress,03-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,"CITIZENS FINANCIAL GROUP, INC.",RI,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,"CITIZENS FINANCIAL GROUP, INC.",RI,Yes,Closed with monetary relief,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,Chime Financial Inc,ID,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,Chime Financial Inc,NE,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,Chime Financial Inc,NH,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,"Dave Operating, LLC",IA,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,"Jim Bottin Enterprises, Inc",RI,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,NAVY FEDERAL CREDIT UNION,AZ,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,NAVY FEDERAL CREDIT UNION,IN,Yes,In progress,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,OLD NATIONAL BANCORP,MN,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,"SOFI TECHNOLOGIES, INC.",ME,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,WELLS FARGO & COMPANY,CO,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,WELLS FARGO & COMPANY,NM,Yes,Closed with monetary relief,02-26,1
Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Web,WELLS FARGO & COMPANY,UT,Yes,Closed with explanation,02-26,1
Checking or savings account,Other banking product or service,Closing an account,Funds not received from closed account,Web,"Block, Inc.",MS,Yes,In progress,03-26,1
Checking or savings account,Other banking product or service,Managing an account,Banking errors,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,Yes,In progress,02-26,1
Checking or savings account,Other banking product or service,Managing an account,Banking errors,Web,WELLS FARGO & COMPANY,NE,Yes,Closed with explanation,02-26,1
Checking or savings account,Other banking product or service,Managing an account,Deposits and withdrawals,Web,"Block, Inc.",AR,Yes,In progress,02-26,1
Checking or savings account,Other banking product or service,Managing an account,Deposits and withdrawals,Web,"Block, Inc.",IA,Yes,In progress,02-26,1
Checking or savings account,Other banking product or service,Managing an account,Deposits and withdrawals,Web,"Block, Inc.",LA,Yes,In progress,02-26,1
Checking or savings account,Other banking product or service,Managing an account,Deposits and withdrawals,Web,"Block, Inc.",TN,Yes,In progress,02-26,1
Checking or savings account,Other banking product or service,Managing an account,Deposits and withdrawals,Web,Klarna AB,MT,No,Untimely response,02-26,1
Checking or savings account,Other banking product or service,Managing an account,Fee problem,Referral,"OPTUM BANK, INC.",AZ,Yes,Closed with explanation,02-26,1
Checking or savings account,Other banking product or service,Managing an account,Funds not handled or disbursed as instructed,Web,"B9, Inc.",NJ,Yes,Closed with explanation,03-26,1
Checking or savings account,Other banking product or service,Managing an account,Funds not handled or disbursed as instructed,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",MT,Yes,In progress,02-26,1
Checking or savings account,Other banking product or service,Managing an account,Funds not handled or disbursed as instructed,Web,"Block, Inc.",IA,Yes,In progress,03-26,1
Checking or savings account,Other banking product or service,Managing an account,Funds not handled or disbursed as instructed,Web,"CITIBANK, N.A.",ID,Yes,Closed with non-monetary relief,02-26,1
