product,sub_product,issue,sub_issue,submitted_via,company,state,timely,company_response,month_year,count_of_complaint_id
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NE,Yes,Closed with explanation,03-26,5
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NE,Yes,In progress,02-26,44
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NE,Yes,In progress,03-26,14
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NH,Yes,Closed with explanation,02-26,4
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NH,Yes,Closed with non-monetary relief,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NH,Yes,In progress,02-26,11
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NH,Yes,In progress,03-26,6
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NJ,Yes,In progress,02-26,95
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NJ,Yes,In progress,03-26,124
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NM,Yes,Closed with explanation,02-26,14
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NM,Yes,Closed with explanation,03-26,5
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NM,Yes,In progress,02-26,35
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NM,Yes,In progress,03-26,17
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,Yes,Closed with explanation,03-26,10
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,Yes,In progress,02-26,62
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,Yes,In progress,03-26,122
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,Yes,In progress,02-26,88
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,Yes,In progress,03-26,159
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OH,Yes,In progress,02-26,88
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OH,Yes,In progress,03-26,110
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OK,Yes,Closed with explanation,02-26,27
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OK,Yes,Closed with explanation,03-26,7
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OK,Yes,In progress,02-26,70
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OK,Yes,In progress,03-26,29
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OR,Yes,Closed with explanation,02-26,13
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OR,Yes,Closed with explanation,03-26,5
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OR,Yes,In progress,02-26,40
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OR,Yes,In progress,03-26,19
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PA,Yes,In progress,02-26,76
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PA,Yes,In progress,03-26,136
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PR,Yes,Closed with explanation,02-26,3
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PR,Yes,In progress,02-26,18
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PR,Yes,In progress,03-26,3
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",RI,Yes,Closed with explanation,02-26,37
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",RI,Yes,Closed with explanation,03-26,15
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",RI,Yes,In progress,02-26,52
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",RI,Yes,In progress,03-26,39
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SC,Yes,In progress,02-26,93
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SC,Yes,In progress,03-26,118
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SD,Yes,Closed with explanation,02-26,2
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SD,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SD,Yes,Closed with non-monetary relief,02-26,2
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SD,Yes,In progress,02-26,4
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SD,Yes,In progress,03-26,4
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TN,Yes,Closed with explanation,03-26,3
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TN,Yes,In progress,02-26,99
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TN,Yes,In progress,03-26,128
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Yes,In progress,02-26,38
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Yes,In progress,03-26,129
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",UT,Yes,Closed with explanation,02-26,7
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",UT,Yes,In progress,02-26,28
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",UT,Yes,In progress,03-26,9
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VA,Yes,Closed with explanation,03-26,2
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VA,Yes,In progress,02-26,122
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VA,Yes,In progress,03-26,154
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VI,Yes,Closed with non-monetary relief,02-26,2
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VI,Yes,In progress,02-26,2
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VT,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WA,Yes,Closed with explanation,02-26,3
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WA,Yes,Closed with explanation,03-26,9
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WA,Yes,In progress,02-26,56
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WA,Yes,In progress,03-26,74
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WI,Yes,Closed with explanation,02-26,10
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WI,Yes,Closed with explanation,03-26,15
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WI,Yes,In progress,02-26,64
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WI,Yes,In progress,03-26,48
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WV,Yes,Closed with explanation,02-26,13
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WV,Yes,Closed with explanation,03-26,4
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WV,Yes,Closed with non-monetary relief,02-26,2
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WV,Yes,In progress,02-26,24
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WV,Yes,In progress,03-26,17
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WY,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WY,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WY,Yes,Closed with non-monetary relief,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WY,Yes,In progress,02-26,3
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WY,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,TRUIST FINANCIAL CORPORATION,ND,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,TekCollect Inc.,PA,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,TekCollect Inc.,TX,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"U.S. Collections West, Inc.",AZ,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Web,"Westlake Services, LLC",AR,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Phone,"EQUIFAX, INC.",WY,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Phone,Experian Information Solutions Inc.,WI,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Phone,Experian Information Solutions Inc.,WY,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Phone,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WI,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Phone,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WY,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Referral,"EQUIFAX, INC.",AZ,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Referral,"EQUIFAX, INC.",NC,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Referral,"EQUIFAX, INC.",NY,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Referral,"EQUIFAX, INC.",VA,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Referral,Experian Information Solutions Inc.,ID,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"4M Collections, LLC",OR,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"ACIMA CREDIT, LLC",KY,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ALLY FINANCIAL INC.,AL,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ALLY FINANCIAL INC.,AR,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ALLY FINANCIAL INC.,FL,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ALLY FINANCIAL INC.,GA,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ALLY FINANCIAL INC.,MD,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ALLY FINANCIAL INC.,MN,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ALLY FINANCIAL INC.,PA,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ALLY FINANCIAL INC.,TN,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ALLY FINANCIAL INC.,VA,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,AMERICAN EXPRESS COMPANY,AK,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"Ability Recovery Services, LLC",OR,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"Affirm Holdings, Inc",AK,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"American Credit Acceptance, LLC",DE,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,Army and Air Force Exchange Service,TX,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"Associated Credit Services, Inc.",OH,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,BANCO POPULAR DE PUERTO RICO,VI,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",RI,Yes,In progress,02-26,2
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,BARCLAYS BANK DELAWARE,ID,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,BARCLAYS BANK DELAWARE,MA,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,BARCLAYS BANK DELAWARE,NV,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,Bonneville Billing and Collections,OR,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"Bread Financial Holdings, Inc.",NE,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"Bread Financial Holdings, Inc.",VT,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,Bridgecrest Acceptance Corporation,NH,Yes,In progress,02-26,2
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CAINE & WEINER COMPANY, INC.",AR,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CAINE & WEINER COMPANY, INC.",FL,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CAINE & WEINER COMPANY, INC.",MI,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CAINE & WEINER COMPANY, INC.",NJ,Yes,Closed with non-monetary relief,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,CAPITAL ONE FINANCIAL CORPORATION,NE,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,CAPITAL ONE FINANCIAL CORPORATION,OR,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CBC Companies, Inc.",AK,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CBC Companies, Inc.",CO,Yes,Closed with non-monetary relief,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CBC Companies, Inc.",DE,Yes,Closed with explanation,02-26,2
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CBC Companies, Inc.",HI,Yes,Closed with non-monetary relief,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CBC Companies, Inc.",IA,Yes,Closed with non-monetary relief,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CBC Companies, Inc.",UT,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CBC Companies, Inc.",WV,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CBC Companies, Inc.",WV,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CCS Financial Services, Inc.",FL,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CCS Financial Services, Inc.",IL,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CCS Financial Services, Inc.",NC,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CCS Financial Services, Inc.",OR,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CCS Financial Services, Inc.",VT,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"CITIBANK, N.A.",NM,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,CL Holdings LLC,AK,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,CL Holdings LLC,KY,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,CL Holdings LLC,NH,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,CL Holdings LLC,OR,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,CL Holdings LLC,RI,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,CL Holdings LLC,WY,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,Central Portfolio Control Inc.,TN,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,Central Research Inc,KS,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,Chime Financial Inc,ID,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"Continental Finance Company, LLC",ME,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"Cornerstone Holdings, Inc.",AK,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"Credit Systems International, Inc.",GA,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EGL US, LLC",MD,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ENCORE CAPITAL GROUP INC.,AK,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ENCORE CAPITAL GROUP INC.,AK,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ENCORE CAPITAL GROUP INC.,AR,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ENCORE CAPITAL GROUP INC.,AZ,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ENCORE CAPITAL GROUP INC.,CT,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ENCORE CAPITAL GROUP INC.,FL,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ENCORE CAPITAL GROUP INC.,IL,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ENCORE CAPITAL GROUP INC.,MO,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ENCORE CAPITAL GROUP INC.,TN,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ENCORE CAPITAL GROUP INC.,VT,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,ENCORE CAPITAL GROUP INC.,WI,Yes,Closed with explanation,02-26,1
